Date,Team,Ranking
11/5/2012,Ohio State Buckeyes,0.7636494129504987
11/5/2012,Kentucky Wildcats,0.6922641901324424
11/5/2012,Kansas Jayhawks,0.7656693898550376
11/5/2012,Louisville Cardinals,0.8773904194576176
11/5/2012,Indiana Hoosiers,1.0197049074700844
11/5/2012,Syracuse Orange,0.6940149439148985
11/5/2012,Michigan State Spartans,0.718035809085698
11/5/2012,Duke Blue Devils,0.7182785277139357
11/5/2012,North Carolina Tar Heels,0.6446421037819476
11/5/2012,Florida Gators,0.7224746215143932
11/5/2012,Michigan Wolverines,0.6844447150394567
11/5/2012,Wisconsin Badgers,0.6445058120974415
11/5/2012,Memphis Tigers,0.6929846163825516
11/5/2012,Missouri Tigers,0.5933914645326896
11/5/2012,Baylor Bears,0.631106726326849
11/5/2012,Gonzaga Bulldogs,0.7090231634098008
11/5/2012,North Carolina State Wolfpack,0.7890949520546392
11/5/2012,Marquette Golden Eagles,0.636947045662413
11/5/2012,Creighton Blue Jays,0.7058806775231241
11/5/2012,Cincinnati Bearcats,0.6349987956379206
11/5/2012,Notre Dame Fighting Irish,0.6494042464926546
11/5/2012,New Mexico Lobos,0.6503541414481604
11/5/2012,Kansas State Wildcats,0.664855686028506
11/5/2012,Georgetown Hoyas,0.6385235218845922
11/5/2012,Saint Louis Billikens,0.6765614113125276
11/5/2012,UNLV Rebels,0.6990924338966432
11/5/2012,Florida State Seminoles,0.5533723533497731
11/5/2012,Texas Longhorns,0.5997692756550126
11/5/2012,San Diego State Aztecs,0.6719564371191444
11/5/2012,UCLA Bruins,0.7501714549025051
11/5/2012,Virginia Commonwealth Rams,0.6725480605053654
11/5/2012,Wichita State Shockers,0.5654902855432459
11/5/2012,Saint Marys College-California Gaels,0.6378157341162546
11/5/2012,Minnesota Golden Gophers,0.6292899095726312
11/5/2012,Arizona Wildcats,0.6340514924902099
11/5/2012,Stanford Cardinal,0.6314627499871569
11/5/2012,Purdue Boilermakers,0.540929044274904
11/5/2012,Alabama Crimson Tide,0.6249107569361062
11/5/2012,California Golden Bears,0.6283858282353431
11/5/2012,Iowa State Cyclones,0.5691163299362567
11/5/2012,Vanderbilt Commodores,0.49659708866691515
11/5/2012,Drexel Dragons,0.6774746079361805
11/5/2012,Miami-Florida Hurricanes,0.6208160392007491
11/5/2012,Ohio Bobcats,0.6801264582902359
11/5/2012,Pittsburgh Panthers,0.5823946920848773
11/5/2012,Temple Owls,0.5560468639982878
11/5/2012,Virginia Cavaliers,0.5831255733289029
11/5/2012,Brigham Young Cougars,0.6061544390628816
11/5/2012,Belmont Bruins,0.6184712068972718
11/5/2012,Murray State Racers,0.5814154455689617
11/5/2012,West Virginia Mountaineers,0.5682623551544105
11/5/2012,Tennessee Volunteers,0.5663041967466523
11/5/2012,Washington Huskies,0.5599307323464531
11/5/2012,Connecticut Huskies,0.5123060714891963
11/5/2012,South Florida Bulls,0.5233260087288605
11/5/2012,Saint Josephs-Pennsylvania Hawks,0.6590925732122566
11/5/2012,Davidson College Wildcats,0.6735813982249826
11/5/2012,Oregon Ducks,0.5114433385831447
11/5/2012,Harvard Crimson,0.5386780021730316
11/5/2012,Massachusetts Minutemen,0.5824582659372002
11/5/2012,South Dakota State Jackrabbits,0.6323822134127194
11/5/2012,Seton Hall Pirates,0.563376500273455
11/5/2012,Northwestern Wildcats,0.5103570823975754
11/5/2012,Illinois Fighting Illini,0.5611767028011849
11/5/2012,Colorado Buffaloes,0.5330366651960028
11/5/2012,California State-Long Beach 49ers,0.5049280214536102
11/5/2012,Mississippi Rebels,0.5364474813788906
11/5/2012,Northern Iowa Panthers,0.5934719964789541
11/5/2012,Colorado State Rams,0.5056114096388757
11/5/2012,Saint Bonaventure Bonnies,0.5758079885291123
11/5/2012,Dayton Flyers,0.4814068801943023
11/5/2012,Akron Zips,0.5324704808547268
11/5/2012,Iona Gaels,0.5001923531989024
11/5/2012,Iowa Hawkeyes,0.5158534388571362
11/5/2012,Xavier Musketeers,0.45202321672878243
11/5/2012,La Salle Explorers,0.5927407564459479
11/5/2012,Butler Bulldogs,0.56403409439551
11/5/2012,Bucknell Bison,0.6131813560679491
11/5/2012,Marshall Thundering Herd,0.5053935954681357
11/5/2012,Lehigh Mountain Hawks,0.5992564398502743
11/5/2012,Southern Mississippi Golden Eagles,0.48943164307679476
11/5/2012,Villanova Wildcats,0.47909168597284735
11/5/2012,Illinois State Redbirds,0.5738340230917001
11/5/2012,Oregon State Beavers,0.5848876335334787
11/5/2012,New Mexico State Aggies,0.5305395865141963
11/5/2012,Oklahoma State Cowboys,0.5114456151356419
11/5/2012,Oklahoma Sooners,0.5514301076071799
11/5/2012,Central Florida Knights,0.4759269388636892
